userId,courseId,enrollmentDate,completionPercentage,courseName,courseDuration,courseDifficulty,learningPathId,learningPathName
249,2173,2024-01-28,18,Master the Trombone: Intermediate Instruction Made Simple!,9.0,Beginner,15,Machine Learning for Software Engineers
108,2946,2024-01-12,75,Devtools 2017: Beginner to Expert w/ Chrome Developer Tools,2.5,Beginner,4,Software Architecture Design
12,1948,2024-06-29,26,Get great playing HARMONICA - a fun new leisure time hobby !,2.0,Beginner,2,Full-Stack Web Development
325,1408,2024-04-07,32,Adobe - How to create a professional Video Title/ Web Banner,0.733333333,Beginner,10,Frontend Engineering with React
455,64,2023-12-16,50,Hedge and Mutual Fund Careers: The Complete Guide,8.5,Beginner,2,Full-Stack Web Development
234,1766,2024-01-01,7,Inkscape 101 for Beginners - Design Vector Graphics,1.0,Beginner,15,Machine Learning for Software Engineers
228,3382,2024-06-22,1,Build Websites And Apps By Outsourcing,2.0,Beginner,11,Agile Software Development
109,3412,2024-06-06,8,HTML5 canvas Bootcamp for beginners 25 easy steps,2.0,Beginner,8,Version Control with Git
482,2926,2024-06-15,16,CSS3 Gradients for Web Designers,1.5,Beginner,1,Introduction to Programming
211,953,2024-06-11,5,Succeed in Stocks Even if you Don't Know Where to Start,1.0,Beginner,5,DevOps Engineering
193,340,2024-01-09,48,Accounting Made Easy: A Quick Guide to Financial Accounting,1.5,Beginner,9,Backend Engineering with Node.js
32,248,2024-05-25,64,Financial analysis: Compare performance of companies,1.0,Beginner,12,Software Testing and QA
299,2422,2024-06-24,72,What you can learn before Piano Lessons,1.5,Beginner,6,Cloud Computing Foundations
178,2994,2023-12-28,83,Understand PHP Arrays and HTTP Request in a Better Way,0.583333333,Beginner,16,Cloud-Native Application Development
49,1943,2024-02-11,62,"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",0.65,Beginner,3,Mobile App Development
246,1982,2023-12-01,45,Modern Rock Guitar Techniques,3.0,Intermediate,13,Microservices Architecture
280,2654,2023-12-13,72,"Learn to code, Become a Web Developer and Master JavaScript!",10.0,Beginner,1,Introduction to Programming
446,2194,2024-04-06,35,Piano With A Pro,2.5,Beginner,12,Software Testing and QA
372,1997,2024-07-30,99,How To Play Guitar - For Absolute Beginners,1.0,Beginner,20,CI/CD with Jenkins and GitLab
85,1578,2024-01-30,51,Icon & Logo Symbol Design in Adobe Illustrator,2.0,Beginner,4,Software Architecture Design
365,80,2024-01-20,53,Start Trading Stocks Using Technical Analysis!,4.0,Beginner,5,DevOps Engineering
183,32,2023-10-21,68,THE Forex Robot: Incredible ROI (Robot Included),1.5,Beginner,7,Data Structures and Algorithms
65,384,2024-03-08,20,Basics of Commerce A Complete Study,5.5,Beginner,5,DevOps Engineering
230,2914,2024-09-01,16,jQuery For Beginners : A Basic Introduction,1.0,Beginner,3,Mobile App Development
457,2650,2023-11-18,49,Learn E-Commerce Website in PHP & MySQL From Scratch!,17.5,Beginner,1,Introduction to Programming
492,2368,2024-08-19,0,Saxophone Essentials: Beginners Course,1.5,Beginner,18,Advanced JavaScript
101,2102,2024-03-13,65,"Piano Unbound. Piano learning method, a course for beginners",2.5,Beginner,11,Agile Software Development
197,1355,2023-11-15,2,Convert Image to Vector in Adobe illustrator,0.516666667,Intermediate,8,Version Control with Git
360,2806,2024-08-23,29,"Master Electron: Desktop Apps using HTML, JavaScript & CSS",5.5,Intermediate,20,CI/CD with Jenkins and GitLab
264,753,2024-04-27,21,Learn the Basics of the Wave Principle:,1.5,Beginner,11,Agile Software Development
492,30,2024-08-19,55,Forex Trading: Your Complete Guide to Get Started Like a Pro,3.0,Beginner,12,Software Testing and QA
142,2120,2024-09-09,86,Beginner Acoustic Guitar Lessons,1.0,Beginner,12,Software Testing and QA
222,2402,2024-02-25,36,4 Week Rhythm Mastery,2.5,Beginner,13,Microservices Architecture
259,2165,2023-12-19,89,Learn the Violin - Scales and Fundamentals,3.0,Beginner,11,Agile Software Development
358,1158,2024-06-05,88,Ultimate Guide To Trading Engulfing Candlestick Strategy,2.5,Beginner,19,RESTful API Design
377,1746,2024-08-31,91,"Make Money With Photoshop: Logos, Business Cards & Brochures",5.0,Beginner,1,Introduction to Programming
105,2819,2024-02-27,15,RESTful API with Laravel 5.4: Definitive Guide,12.5,Beginner,5,DevOps Engineering
141,2556,2024-07-22,27,Vue JS - Mastering Web Apps,4.5,Beginner,8,Version Control with Git
210,1982,2024-04-23,44,Modern Rock Guitar Techniques,3.0,Intermediate,13,Microservices Architecture
67,2817,2024-05-12,47,Getting started with JavaScript,1.5,Beginner,3,Mobile App Development
290,1473,2023-12-30,33,Photoshop: Creando elemental de aire,1.0,Beginner,7,Data Structures and Algorithms
291,1296,2023-12-21,57,LOGO DESIGN IN POWERPOINT,1.0,Beginner,11,Agile Software Development
185,1000,2023-11-29,36,Learn to Pick the Right Stock Broker Account,0.566666667,Beginner,13,Microservices Architecture
90,197,2023-12-08,57,CryptoArbitrager: Bitcoin Trading Robot (no mining),0.55,Beginner,2,Full-Stack Web Development
67,3179,2024-06-10,90,Master the MEAN Stack - Learn By Example,4.5,Intermediate,8,Version Control with Git
64,355,2024-05-16,93,Introductory Forex Trading Course,3.5,Beginner,3,Mobile App Development
284,938,2024-08-28,71,Trading: How Transformative Learning Drives Expertise,1.0,Beginner,14,Database Design and SQL
323,3616,2024-04-20,87,Introduction to Node.js Development,1.0,Advanced,5,DevOps Engineering
224,201,2024-08-26,77,Master Iron Condors - Double the credit for half the risk,1.0,Advanced,13,Microservices Architecture
352,326,2024-04-06,58,Risk Analysis - Capital Budgeting for CA / CS / CFA exams,5.5,Beginner,8,Version Control with Git
111,1891,2024-08-26,67,Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,2.0,Beginner,3,Mobile App Development
83,1408,2024-07-14,69,Adobe - How to create a professional Video Title/ Web Banner,0.733333333,Beginner,10,Frontend Engineering with React
168,2875,2023-12-25,59,Create a PHP Contact Form in Bootstrap,1.0,Beginner,1,Introduction to Programming
173,910,2023-12-31,20,Matemática Financeira com HP12C e MS Excel,4.5,Beginner,9,Backend Engineering with Node.js
422,1576,2024-01-04,44,Freelancing A-Z: How To Start A Successful Freelance Career,5.0,Beginner,5,DevOps Engineering
264,2875,2024-09-05,59,Create a PHP Contact Form in Bootstrap,1.0,Beginner,1,Introduction to Programming
237,898,2023-12-20,65,Buying Call and Put Options - Options beginner strategies,3.0,Intermediate,18,Advanced JavaScript
81,1938,2024-08-03,66,Learn Beethoven's Fur Elise on Piano,0.483333333,Beginner,8,Version Control with Git
98,2539,2024-08-10,39,Complete Wordpress Theme Development Course,6.5,Beginner,18,Advanced JavaScript
441,414,2023-10-29,91,The 7 fundamentals to Successful Cashflow Management,1.0,Beginner,7,Data Structures and Algorithms
194,1830,2024-01-06,4,Cajon Step-by-Step: Beginner > Intermediate > Advanced,3.0,Beginner,3,Mobile App Development
419,2161,2024-05-23,52,Learn How to Play the Violin - Violin Basics,0.533333333,Beginner,18,Advanced JavaScript
114,1050,2024-03-16,70,Caza los Enormes Movimientos del Mercado,1.5,Beginner,17,Security for Software Engineers
262,2496,2024-08-03,62,Web Site for Beginners - Learn Web Building like knitting,1.5,Beginner,16,Cloud-Native Application Development
258,2176,2024-03-18,5,Electric Bass for Busy Beginners Course 1,1.5,Beginner,10,Frontend Engineering with React
342,2913,2024-01-06,42,WordPress For Beginners | No Coding Required,1.0,Beginner,19,RESTful API Design
218,2135,2023-12-16,44,Aprende a tocar el violín desde cero,2.5,Beginner,3,Mobile App Development
457,1989,2023-12-07,87,Ultimate Beginner Guitar Masterclass,11.5,Beginner,14,Database Design and SQL
20,207,2024-04-06,25,Binary Options Course - Level 2,2.0,Intermediate,15,Machine Learning for Software Engineers
347,1743,2023-10-29,37,Making Corporate Flyers in Photoshop,0.516666667,Beginner,7,Data Structures and Algorithms
29,1047,2024-03-26,46,Торговля опционами: Как заработать на волатильности,2.0,Beginner,5,DevOps Engineering
295,3495,2023-11-16,8,AngularJS Masterclass - Deep Dive & Understand AngularJS,6.0,Beginner,12,Software Testing and QA
479,1865,2024-06-13,7,Instant Harmonica - play this classic 8 bar blues tune!,1.0,Beginner,2,Full-Stack Web Development
244,1146,2024-04-19,95,Basics of Tax in India  (College Level),2.0,Beginner,6,Cloud Computing Foundations
311,14,2024-03-29,96,Forex Trading Course: Work Smarter Not Harder Proven Results,2.0,Beginner,18,Advanced JavaScript
465,1525,2024-01-10,54,Bestseller!! Learn Illustrator CC in 1 Hour,1.5,Beginner,16,Cloud-Native Application Development
383,2028,2023-10-15,100,Learn Guitar: Zero to Guitar Fingerpicking in 30 days,2.5,Beginner,19,RESTful API Design
50,2201,2024-03-08,72,Master the Clarinet: Intermediate Instruction Made Simple!,7.0,Beginner,11,Agile Software Development
57,1263,2024-03-12,31,Formação em Design Gráfico com Corel Draw Versões X8 / 2017.,11.0,Beginner,2,Full-Stack Web Development
280,2388,2024-08-26,39,Practice guitar with no previous experience and become a pro,1.0,Beginner,3,Mobile App Development
210,5,2024-03-16,67,How To Maximize Your Profits Trading Options,2.0,Intermediate,2,Full-Stack Web Development
385,2609,2023-10-30,37,AngularJS For ASP.NET MVC Developers,1.0,Intermediate,14,Database Design and SQL
347,660,2024-09-08,64,The Complete Investing Guide: How to Beat Wall Street,5.5,Beginner,10,Frontend Engineering with React
5,1091,2024-03-13,4,Gana en la Bolsa con Análisis Técnico,8.5,Beginner,9,Backend Engineering with Node.js
103,1910,2024-04-01,47,Learn the Violin - No Music Experience Necessary!,3.0,Beginner,7,Data Structures and Algorithms
276,544,2024-07-11,73,Stock Technical Analysis with Excel,7.0,Beginner,4,Software Architecture Design
423,3654,2023-12-23,98,Essentials of Spring 5.0 for Developers,1.5,Advanced,20,CI/CD with Jenkins and GitLab
174,2712,2023-11-21,18,How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!,5.5,Beginner,2,Full-Stack Web Development
402,1202,2024-04-09,5,Create Professional Looking Infographics With No Experience,2.0,Beginner,5,DevOps Engineering
42,2640,2024-01-11,10,"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",20.5,Beginner,9,Backend Engineering with Node.js
337,2159,2024-07-16,70,Acoustic Blues Guitar Lessons,4.5,Intermediate,15,Machine Learning for Software Engineers
240,1099,2024-01-28,71,"Wie Du, Dir auch mit kleinen Beträgen ein Vermögen aufbaust",7.0,Beginner,20,CI/CD with Jenkins and GitLab
236,2512,2023-11-25,73,Learn  Bootstrap Development By Building 10 Projects,13.5,Beginner,6,Cloud Computing Foundations
291,81,2024-08-16,48,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,1.5,Advanced,4,Software Architecture Design
477,2201,2024-06-25,28,Master the Clarinet: Intermediate Instruction Made Simple!,7.0,Beginner,11,Agile Software Development
71,2945,2024-01-25,43,Learn Complete WordPress for Building a Professional Sites,9.0,Beginner,6,Cloud Computing Foundations
140,1351,2024-05-18,17,Curso básico de Gimp; software gratis de diseño gráfico,2.0,Beginner,3,Mobile App Development
173,3661,2024-05-12,10,"Learn HTML, CSS, and Ruby on Rails: Build Your First Blog",1.5,Beginner,7,Data Structures and Algorithms
351,2405,2024-04-01,18,Learn to Play Piano Like a Pro - Easy Piano Course 1,0.516666667,Beginner,10,Frontend Engineering with React
479,1901,2024-06-06,32,Your First Course on Piano,4.0,Beginner,6,Cloud Computing Foundations
274,894,2023-11-18,43,Free Ways to Create Passive Income Online,1.0,Beginner,14,Database Design and SQL
425,2260,2024-03-22,56,Curso de Teclado,1.5,Beginner,10,Frontend Engineering with React
335,1245,2023-12-21,31,Ferramentas Visuais,5.0,Beginner,3,Mobile App Development
399,2065,2024-02-21,39,Beginner Step by Step Keharwa Theka Tabla Course,0.666666667,Beginner,6,Cloud Computing Foundations
414,3140,2024-03-10,34,Web Design for Beginners: Real World Coding in HTML & CSS,9.0,Beginner,8,Version Control with Git
183,3367,2024-04-02,69,Learning Path: Akka: Building Applications and Microservices,4.5,Intermediate,5,DevOps Engineering
447,3015,2024-08-05,72,Professional WordPress Theme Development For 2017,8.0,Beginner,20,CI/CD with Jenkins and GitLab
440,2572,2024-04-10,14,React and Flux Web Development for Beginners,11.0,Beginner,8,Version Control with Git
495,2179,2024-07-11,95,Guitar Lessons - 50 Essential Fast Legato Licks,3.0,Intermediate,1,Introduction to Programming
432,1481,2024-04-05,7,画像加工の初心者だとしても、１週間でホームページのトップ画像を製作できるようになる画像製作講座,4.0,Beginner,20,CI/CD with Jenkins and GitLab
391,549,2024-07-28,60,Equity Swaps,3.0,Beginner,11,Agile Software Development
153,2971,2023-10-21,39,Advanced Prezi: Make Amazing Presentations ,1.0,Beginner,2,Full-Stack Web Development
45,2266,2024-07-08,81,Keyboard Basics,2.0,Beginner,2,Full-Stack Web Development
203,1575,2024-02-15,8,Design & Create Text Logos in Adobe Photoshop CS5,1.5,Beginner,10,Frontend Engineering with React
147,2270,2024-08-18,94,Learn Piano: The Basics of Keyboards,1.5,Beginner,13,Microservices Architecture
470,1924,2023-11-07,50,Introduction to Piano - By PGN Piano!,0.666666667,Beginner,18,Advanced JavaScript
366,2061,2023-11-13,6,Trumpet Pro Series - You're going to love practicing Trumpet,6.0,Beginner,4,Software Architecture Design
181,1115,2023-10-16,92,Cost Accounting Labour Costing (Professional Course Level),2.0,Beginner,10,Frontend Engineering with React
245,1303,2024-05-13,48,Photoshop: Learn Digital Painting Basics in Photoshop,2.0,Beginner,16,Cloud-Native Application Development
306,3217,2024-01-31,25,HTML and CSS BootCamp for Beginners,6.5,Beginner,18,Advanced JavaScript
374,1229,2024-06-18,46,Illustrated Logo Design,1.0,Intermediate,7,Data Structures and Algorithms
159,2750,2024-09-09,1,Kids Coding - Beginners CSS,1.0,Beginner,1,Introduction to Programming
487,2565,2023-11-12,25,The Docker for DevOps course: From development to production,7.5,Beginner,8,Version Control with Git
405,1947,2023-12-11,90,Drumming for Beginners - Simple Way To Learn How To Drum,2.0,Beginner,18,Advanced JavaScript
118,1980,2023-11-16,71,Pianoforall - Incredible New Way To Learn Piano & Keyboard,30.0,Beginner,9,Backend Engineering with Node.js
246,2244,2024-06-04,16,Master the Bassoon - Intermediate Instruction Made Simple!,7.5,Beginner,3,Mobile App Development
482,2578,2024-08-13,27,Joomla 3 - The Basics,3.0,Beginner,16,Cloud-Native Application Development
270,3477,2024-03-30,72,Master all PHP ideas 2017 to build any project,3.0,Beginner,13,Microservices Architecture
154,544,2024-06-25,59,Stock Technical Analysis with Excel,7.0,Beginner,4,Software Architecture Design
434,2463,2024-04-16,21,A Year's Worth of Piano Lessons in One Weekend,6.0,Beginner,15,Machine Learning for Software Engineers
450,1882,2024-05-29,81,Learn Piano Scales: Play any song in any key! Like Pro's do,2.5,Beginner,14,Database Design and SQL
258,560,2024-08-18,14,Complete Guide to Business Loans,1.5,Beginner,4,Software Architecture Design
397,1152,2024-07-22,5,Get out of Debt - The Power of Using Compounding Interest,2.0,Beginner,19,RESTful API Design
17,2764,2024-08-01,83,How to create HTML Forms,0.666666667,Beginner,20,CI/CD with Jenkins and GitLab
188,55,2024-05-07,47,Options Trading - Calendar Spread Course for Every Trader,1.5,Beginner,17,Security for Software Engineers
427,2893,2024-02-27,28,Learn WCF And Web APIs From Scratch,10.5,Intermediate,18,Advanced JavaScript
146,2039,2023-10-20,42,Learn to Read & Write Music to play Piano & more instruments,10.5,Beginner,6,Cloud Computing Foundations
152,1521,2023-10-12,32,Mastering Photoshop Elements 15 Made Easy Training Tutorial,6.5,Beginner,8,Version Control with Git
187,2169,2024-01-24,72,"Super Beginner Guitar - start right, start awesome",2.0,Beginner,16,Cloud-Native Application Development
196,500,2024-06-04,89,Algorithmic futures trading - Investing with no experience,1.5,Beginner,5,DevOps Engineering
495,2829,2023-12-02,13,Getting Started with LESS - Beginner Crash Course,1.5,Beginner,9,Backend Engineering with Node.js
204,2401,2024-01-01,55,Coaching Course: Rhythm Instruction for Music Educators P2,0.633333333,Beginner,13,Microservices Architecture
434,1809,2023-12-22,33,Learn Travis Picking From Scratch,1.5,Intermediate,4,Software Architecture Design
194,3095,2024-03-12,37,Create a REAL Social Network like Facebook in PHP + MySQL,16.5,Beginner,3,Mobile App Development
40,2558,2024-09-04,61,JavaScript the Basics - JavaScript for Beginners,9.0,Beginner,20,CI/CD with Jenkins and GitLab
50,1152,2024-06-30,57,Get out of Debt - The Power of Using Compounding Interest,2.0,Beginner,19,RESTful API Design
65,3204,2024-01-22,95,REST APIs with Flask and Python,12.5,Intermediate,7,Data Structures and Algorithms
273,2969,2024-09-06,40,Build an HTML5 and CSS3 Website in 35 Minutes,0.7,Beginner,8,Version Control with Git
114,1162,2023-10-21,82,Easy Market Profits: 3 Step Stock Investing Strategy,3.0,Beginner,2,Full-Stack Web Development
18,1804,2024-08-17,54,Pentatonic Scale Crash Course for Bass Guitar,1.0,Intermediate,11,Agile Software Development
48,771,2023-12-03,54,The Complete Litecoin Crypto Currency Bootcamp,1.0,Beginner,3,Mobile App Development
220,3504,2023-12-18,61,XML :basics for beginners,0.65,Beginner,17,Security for Software Engineers
64,1123,2024-08-29,81,Tax Strategies of the Wealthy,1.5,Beginner,8,Version Control with Git
196,2440,2024-02-09,9,Jazz Guitar Reharmonization for Autumn Leaves,0.616666667,Beginner,19,RESTful API Design
355,2741,2024-03-06,61,Sass: From Beginner to Advanced,2.0,Beginner,17,Security for Software Engineers
494,3361,2023-12-01,100,HTML : HTML Awesomeness,0.633333333,Beginner,17,Security for Software Engineers
228,140,2023-12-27,49,Top 10 Trading Ideas in the Equities Market,1.0,Beginner,4,Software Architecture Design
9,960,2024-09-08,74,Stock Trading with this Strategy,1.0,Beginner,4,Software Architecture Design
360,398,2024-08-11,81,Leaps Options Trading System - Diagonal Leaps Options Spread,1.0,Beginner,15,Machine Learning for Software Engineers
119,3355,2024-09-09,23,Perfect React JS Course - Understand Relevant Details,1.0,Beginner,16,Cloud-Native Application Development
17,1118,2023-12-01,6,Succeed in Futures Even if You Don't Know Where to Start,1.0,Beginner,10,Frontend Engineering with React
215,1130,2024-04-26,32,Trading Robot Forex Programs in Your Sleep in Live Examples!,1.5,Advanced,15,Machine Learning for Software Engineers
248,1482,2024-08-09,31,Photoshop - Automatização com Adobe Script,8.5,Intermediate,7,Data Structures and Algorithms
229,1993,2024-07-13,68,CAGED Pentatonic System for Guitar - Level 2,1.5,Beginner,4,Software Architecture Design
417,2913,2024-07-09,66,WordPress For Beginners | No Coding Required,1.0,Beginner,19,RESTful API Design
101,2225,2024-07-09,61,Instant Bodhran - part two; learning further drumming skills,1.0,Beginner,3,Mobile App Development
473,1658,2024-03-18,51,Canva : Book Cover Design,2.0,Beginner,10,Frontend Engineering with React
204,2846,2024-07-21,29,PHP Graphic Techniques: CAPTCHA/ Create a verification code,0.716666667,Beginner,13,Microservices Architecture
409,1780,2024-07-09,18,T-Shirt Sales - Merch By Amazon Profit Formula With Canva,1.0,Beginner,12,Software Testing and QA
263,2496,2024-02-21,26,Web Site for Beginners - Learn Web Building like knitting,1.5,Beginner,16,Cloud-Native Application Development
9,2462,2024-06-10,72,Learn Basics of South Indian Carnatic Flute - Level 2,4.5,Beginner,13,Microservices Architecture
427,2184,2023-12-22,97,Curso de Violão Popular,6.0,Beginner,13,Microservices Architecture
350,346,2023-10-25,93,Option selling trading as income source. Beginners friendly,6.0,Beginner,17,Security for Software Engineers
147,1757,2024-05-13,24,Adobe Illustrator | Master in 3D,0.533333333,Beginner,1,Introduction to Programming
390,2441,2024-04-14,69,Tenor Saxophone Lessons For Beginners,3.0,Beginner,5,DevOps Engineering
66,3161,2024-03-19,53,Professional Python Web Development Using Flask,14.5,Beginner,18,Advanced JavaScript
120,2075,2024-05-21,49,Introduction to Ukulele 1,1.0,Beginner,18,Advanced JavaScript
274,1305,2023-10-20,47,Make tech circles in Photoshop in 30 minutes!,0.566666667,Beginner,9,Backend Engineering with Node.js
415,2974,2024-06-05,98,How to Build Your Own Website with WordPress: A Step-by-Step Guide ,6.0,Beginner,3,Mobile App Development
226,812,2024-09-01,49,Double Entry Bookkeeping,1.0,Beginner,9,Backend Engineering with Node.js
261,478,2024-02-08,23,Bitcoin Trading 101,2.0,Beginner,17,Security for Software Engineers
172,3353,2024-04-11,20,Create Complete Web Applications easily with APEX 5,7.0,Intermediate,8,Version Control with Git
120,1725,2024-06-26,68,How do I Create a Stylized Graphics from Images in Photoshop,1.0,Beginner,20,CI/CD with Jenkins and GitLab
169,3402,2024-02-05,29,Learn HTML5 At Your Own Pace. Ideal for Beginners,7.0,Beginner,9,Backend Engineering with Node.js
321,886,2024-06-29,30,beginning accounting,0.633333333,Intermediate,4,Software Architecture Design
310,12,2024-02-10,39,Trading Options With Money Flow,1.0,Beginner,7,Data Structures and Algorithms
67,2437,2023-11-07,70,How to Play Dan Fogelberg Songs on Guitar,4.5,Intermediate,4,Software Architecture Design
265,1818,2023-12-04,14,Guitar for Beginners - Learn the Basics,0.516666667,Beginner,3,Mobile App Development
131,259,2023-12-12,8,Forex Management - Detailed Study for CA / CS / CFA Exams,3.0,Beginner,18,Advanced JavaScript
127,3179,2024-03-18,86,Master the MEAN Stack - Learn By Example,4.5,Intermediate,8,Version Control with Git
386,2401,2023-12-22,29,Coaching Course: Rhythm Instruction for Music Educators P2,0.633333333,Beginner,13,Microservices Architecture
167,3094,2024-06-07,20,Wordpress Tutorial   ,1.5,Beginner,2,Full-Stack Web Development
390,285,2024-07-07,64,MQL4 Tutorial Golden Goose,1.5,Beginner,12,Software Testing and QA
8,460,2023-11-10,31,Case studies on credit appraisal for bankers,3.5,Beginner,17,Security for Software Engineers
98,1689,2023-10-20,43,Ribbon Lettering: From Sketch to Wordmark,0.716666667,Beginner,20,CI/CD with Jenkins and GitLab
60,1361,2023-11-29,32,Logo Design: Mastering the Wordmark,2.0,Beginner,1,Introduction to Programming
380,3081,2024-02-24,23,So you think you know JavaScript?,6.0,Beginner,12,Software Testing and QA
86,3028,2024-08-30,81,Codeigniter: How to use Codeigniter that drives knowledge,3.0,Beginner,14,Database Design and SQL
231,1790,2024-01-31,48,Corel Painter 2016,8.0,Beginner,12,Software Testing and QA
435,707,2023-11-29,33,Trading Strategies: Find The Trading Strategy That Fits You,2.0,Beginner,9,Backend Engineering with Node.js
65,3602,2024-05-08,20,Ruby on Rails Foundations,6.5,Beginner,1,Introduction to Programming
392,2557,2024-04-20,73,Angular NgRx Store Masterclass - Covers Angular 4,8.5,Intermediate,11,Agile Software Development
363,1845,2024-03-05,58,Easy to play Christmas Songs for Guitar,0.5,Beginner,18,Advanced JavaScript
100,1651,2023-12-20,76,Drawing for All Levels: How to Design Cartoon Women,1.5,Beginner,6,Cloud Computing Foundations
265,2033,2024-07-17,56,Modern Country Guitar: Technique Booster,2.5,Intermediate,17,Security for Software Engineers
36,1945,2024-07-15,81,Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords,1.5,Advanced,13,Microservices Architecture
88,2326,2024-06-28,88,Tin Whistle Básico,1.5,Beginner,6,Cloud Computing Foundations
236,1629,2024-03-11,64,photoshop - CURSO DE PHOTOSHOP DO BÁSICO AO AVANÇADO,10.0,Beginner,7,Data Structures and Algorithms
141,1712,2024-04-24,59,Most Wanted Flat Design Techniques,4.5,Intermediate,3,Mobile App Development
398,1552,2024-07-15,95,Learn Adobe Illustrator and Premiere Pro in 1 hour,1.0,Beginner,11,Agile Software Development
180,232,2024-06-23,49,Advanced Stock Options for Serious Equity Investors!,1.5,Advanced,13,Microservices Architecture
364,811,2023-12-23,29,1. Principles of Simple Interest ,1.0,Beginner,7,Data Structures and Algorithms
383,2514,2024-05-18,53,Dissecting Ruby on Rails 5 - Become a Professional Developer,37.5,Beginner,10,Frontend Engineering with React
126,2179,2023-11-10,56,Guitar Lessons - 50 Essential Fast Legato Licks,3.0,Intermediate,1,Introduction to Programming
201,2812,2024-03-25,76,Learning JavaScript Programming Tutorial. A Definitive Guide,9.5,Beginner,16,Cloud-Native Application Development
110,3035,2024-08-19,55,Build a Business or Personal Website Using Wordpress,4.5,Beginner,12,Software Testing and QA
47,492,2024-04-06,21,Trading for Beginners - Entry Level,1.5,Beginner,19,RESTful API Design
381,3548,2024-02-22,11,Wordpress Beginner Tutorial: Build Your First Website,1.5,Beginner,16,Cloud-Native Application Development
27,1708,2024-01-03,21,Illustrator CC: Design and drawing from scratch to expert!,11.0,Beginner,19,RESTful API Design
77,929,2024-08-24,68,How to Read Financial Statements,2.0,Beginner,4,Software Architecture Design
23,2892,2024-05-14,78,How to Make a Website Without Coding- WordPress & Web Skills,9.0,Beginner,11,Agile Software Development
222,3025,2024-02-03,3,Learn Html5 & CSS3 from scratch,2.5,Beginner,20,CI/CD with Jenkins and GitLab
80,825,2024-07-08,70,Introduction to Small Business Accounting Training Tutorial,3.5,Beginner,6,Cloud Computing Foundations
15,1629,2024-02-06,22,photoshop - CURSO DE PHOTOSHOP DO BÁSICO AO AVANÇADO,10.0,Beginner,7,Data Structures and Algorithms
374,587,2024-07-07,21,Dash Crypto Currency Technical and Trading Overview Bootcamp,1.0,Beginner,3,Mobile App Development
268,2170,2024-04-08,60,"Introduction to Guitar 'A Course for Beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,Beginner Level,2.5 hours,2014-10-30T15:59:39Z
650804,Guitar  Master Class Learning How to Play Guitar from A to Z""",4.0,Beginner,12,Software Testing and QA
156,1127,2024-07-27,4,The Complete Forex Trader,7.0,Beginner,18,Advanced JavaScript
310,2039,2024-07-18,70,Learn to Read & Write Music to play Piano & more instruments,10.5,Beginner,6,Cloud Computing Foundations
314,1849,2024-02-25,33,Blues School! A Course For Beginners in Blues Piano & Improv,3.0,Beginner,9,Backend Engineering with Node.js
268,1934,2024-07-11,17,Chugging - it don't mean a thing if it ain't got that swing!,2.5,Beginner,19,RESTful API Design
386,1414,2024-05-02,28,Bring your sketch to life - learn digital illustration,3.5,Beginner,11,Agile Software Development
302,724,2024-03-06,64,CFA Level I Foundation Course: Introduction to Quants,5.0,Beginner,17,Security for Software Engineers
367,1146,2024-02-29,36,Basics of Tax in India  (College Level),2.0,Beginner,6,Cloud Computing Foundations
196,1868,2023-11-12,55,How To Play The Cajon: For Beginners,1.5,Beginner,18,Advanced JavaScript
365,1370,2023-12-19,4,Create Stunning Infographics to Share your Ideas,0.5,Beginner,10,Frontend Engineering with React
374,1163,2024-04-02,50,Hedge Fund Trading Systems For Stocks - Part One,1.5,Beginner,9,Backend Engineering with Node.js
333,788,2024-08-23,83,Essentials of money value: Get a financial Life !,0.616666667,Beginner,17,Security for Software Engineers
17,1200,2023-12-17,96,Logo Design in Adobe Illustrator - for Beginners & Beyond,7.5,Beginner,5,DevOps Engineering
276,334,2024-06-24,61,Understand Banks & Financial Markets ,3.0,Beginner,18,Advanced JavaScript
88,3163,2023-11-21,17,Voiceover Audio Secrets - Your Way to Top Audio Quality,2.5,Beginner,9,Backend Engineering with Node.js
345,422,2024-07-28,73,Asset Protection Using Offshore Companies,1.0,Beginner,5,DevOps Engineering
488,671,2024-08-12,72,Como Investir em Ações para Iniciantes,1.0,Beginner,19,RESTful API Design
179,1133,2024-03-25,99,Developing A Trading Strategy: Your Guide to Trading Success,2.0,Beginner,9,Backend Engineering with Node.js
210,2684,2024-01-18,33,Bootstrap 4: Exploring New Features,1.0,Beginner,12,Software Testing and QA
205,2640,2023-12-18,84,"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",20.5,Beginner,9,Backend Engineering with Node.js
430,1602,2024-02-15,17,初めてのiDraw入門,1.5,Beginner,2,Full-Stack Web Development
229,1609,2024-04-16,42,Learn Logo Designing: 5 Types of Logo Designs in Illustrator,3.0,Beginner,14,Database Design and SQL
102,884,2024-07-30,91,Aprenda  a Investir,8.0,Beginner,4,Software Architecture Design
